"Company Code Code","Employee ID","PERNER","Approval Status","Entry Date","WBS / SO Name","Cost Center Name","Labor Type Name","Job Activity Type","Task Name","Time Type","Attendance Type Code","Billable Indicator","Hours (Current)","Rate Type","Short Time Entry ID","Time Off Booking ID","Comments","WBS Type","Task Task Type","New Remaining Work","Customer 1","Customer 2","Customer 3","GSAP Billable Flag","Time Off Type Description","Master WBS (SO, WO)","Project Type","IWO Indicator","Parent WBS","Company Code Name","Task Name (Full Path)","Time Entry ID","Employee Type Name","Timesheet Period","Location Name","Login Name","User","IWO WBS Element","Work Order ID","Parent Service Order","CWF C1 alternate ID","Parent Project"
"COMPASS","20121994","","Approved","11/05/2022","DXC | Negative Hours C1","IDES500396","LEGACY BILLING|Billable","","SO Test Task 1","","413","","2.00","","188296","","","C1 WBS","Opportunity","","","","","","","WBS","","X","","IDES","SO Test Task 1","c417a76d-52e4-4678-a6f2-19eff3a7c094","Agency Contractor","07/05/2022 - 13/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","11/05/2022","DXC | Negative Hours C1","IDES500396","LEGACY BILLING|Billable","","SO Test Task 1","","491","","8.00","","188266","","","C1 WBS","Opportunity","","","","","","","WBS","","X","","IDES","SO Test Task 1","e8d0c602-2fd6-4672-bf10-83f305655de0","Agency Contractor","07/05/2022 - 13/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","12/05/2022","DXC | Negative Hours C1","IDES500396","LEGACY BILLING|Billable","","SO Test Task 1","","411","","4.00","","188262","","","C1 WBS","Opportunity","","","","","","","WBS","","X","","IDES","SO Test Task 1","eddbe1e0-1eb3-4dc8-81f0-fc49bc23de74","Agency Contractor","07/05/2022 - 13/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","12/05/2022","DXC | Negative Hours C1","IDES500396","LEGACY BILLING|Billable","","SO Test Task 1","","413","","2.00","","188297","","","C1 WBS","Opportunity","","","","","","","WBS","","X","","IDES","SO Test Task 1","93f78358-bc07-4bf7-ab52-96a67c7ee86d","Agency Contractor","07/05/2022 - 13/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","12/05/2022","DXC | Negative Hours C1","IDES500396","LEGACY BILLING|Billable","","SO Test Task 1","","491","","8.00","","188267","","","C1 WBS","Opportunity","","","","","","","WBS","","X","","IDES","SO Test Task 1","20a11b1b-0e3a-472e-a666-b952775900da","Agency Contractor","07/05/2022 - 13/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","13/05/2022","DXC | Negative Hours C1","IDES500396","LEGACY BILLING|Billable","","SO Test Task 1","","411","","4.00","","188263","","","C1 WBS","Opportunity","","","","","","","WBS","","X","","IDES","SO Test Task 1","cef82c19-97e1-4571-b234-1aca375eb5d8","Agency Contractor","07/05/2022 - 13/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","13/05/2022","DXC | Negative Hours C1","IDES500396","LEGACY BILLING|Billable","","SO Test Task 1","","413","","2.00","","188298","","","C1 WBS","Opportunity","","","","","","","WBS","","X","","IDES","SO Test Task 1","9d2e4f86-d8f9-462d-abbe-0a2c3ca899a7","Agency Contractor","07/05/2022 - 13/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","13/05/2022","DXC | Negative Hours C1","IDES500396","LEGACY BILLING|Billable","","SO Test Task 1","","491","","8.00","","188268","","","C1 WBS","Opportunity","","","","","","","WBS","","X","","IDES","SO Test Task 1","8d20d875-e227-4fa2-9b74-db0786e95b99","Agency Contractor","07/05/2022 - 13/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","14/05/2022","","IDES500396","","","","","700","","6.00","","193564","","","","","","","","","","","","","","","IDES","","e427861f-288e-43b0-b4a6-386eac15b181","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","14/05/2022","","IDES500396","","","","","700","","8.00","","193571","","","","","","","","","","","","","","","IDES","","d798f2ec-ed8d-4c26-a5e2-03ca9667ab4e","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","15/05/2022","","IDES500396","","","","","700","","6.00","","193565","","","","","","","","","","","","","","","IDES","","be319a03-3ec1-4a08-a99d-695bbb4be448","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","15/05/2022","","IDES500396","","","","","700","","8.00","","193572","","","","","","","","","","","","","","","IDES","","5976bf01-8dac-4f33-b27e-2c2a9bf8b2aa","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","16/05/2022","","IDES500396","","","","","700","","6.00","","193566","","","","","","","","","","","","","","","IDES","","a62804db-5bb9-497d-a398-c341e5834352","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","16/05/2022","","IDES500396","","","","","700","","8.00","","193573","","","","","","","","","","","","","","","IDES","","ac6db136-78a0-4e68-b281-5ad4a54660c8","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","17/05/2022","","IDES500396","","","","","700","","6.00","","193567","","","","","","","","","","","","","","","IDES","","5a78dda1-dfbf-49ca-9327-fdd4934c3af1","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","17/05/2022","","IDES500396","","","","","700","","8.00","","193574","","","","","","","","","","","","","","","IDES","","44c0cef1-59eb-4273-987b-a1e254b1ffb4","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","18/05/2022","","IDES500396","","","","","700","","6.00","","193568","","","","","","","","","","","","","","","IDES","","c9354612-a02d-432c-8041-138271ae1617","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","18/05/2022","","IDES500396","","","","","700","","8.00","","193575","","","","","","","","","","","","","","","IDES","","2f289892-23a0-4110-ad92-1e958bf74837","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","19/05/2022","","IDES500396","","","","","700","","6.00","","193569","","","","","","","","","","","","","","","IDES","","ccec75b6-e222-4584-9d4b-d7d37a919d96","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","19/05/2022","","IDES500396","","","","","700","","8.00","","193576","","","","","","","","","","","","","","","IDES","","ea856721-6d7c-4d93-97ae-23d2f70fa6e8","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","20/05/2022","","IDES500396","","","","","700","","7.00","","193570","","","","","","","","","","","","","","","IDES","","a00c8c5b-1f26-43a5-98b5-a87ea1c88bc9","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","20/05/2022","","IDES500396","","","","","700","","8.00","","193577","","","","","","","","","","","","","","","IDES","","ce835112-da91-40d7-87b0-ca5ca5e45255","Agency Contractor","14/05/2022 - 20/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","21/05/2022","","IDES500396","","","","","730","","8.00","","193646","","","","","","","","","","","","","","","IDES","","0983d8da-60d6-4b1e-9edd-7ab4d59fda6f","Agency Contractor","21/05/2022 - 27/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","22/05/2022","","IDES500396","","","","","730","","8.00","","193647","","","","","","","","","","","","","","","IDES","","21a906f8-522f-4506-9b02-f98a6d07a4b5","Agency Contractor","21/05/2022 - 27/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","23/05/2022","","IDES500396","","","","","730","","15.00","","193648","","","","","","","","","","","","","","","IDES","","3bfcaeb4-b45b-4471-9013-76cca1944691","Agency Contractor","21/05/2022 - 27/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","24/05/2022","","IDES500396","","","","","730","","11.00","","193649","","","","","","","","","","","","","","","IDES","","7f819d48-1489-4f53-8d7b-bb9d677499d7","Agency Contractor","21/05/2022 - 27/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","25/05/2022","","IDES500396","","","","","730","","12.00","","193650","","","","","","","","","","","","","","","IDES","","c38cbbd9-7e68-4dbf-84cf-1005de5bc96b","Agency Contractor","21/05/2022 - 27/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","26/05/2022","","IDES500396","","","","","730","","13.00","","193651","","","","","","","","","","","","","","","IDES","","768c5725-ef4d-4138-b6b7-54066ada003d","Agency Contractor","21/05/2022 - 27/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","27/05/2022","","IDES500396","","","","","730","","14.00","","193652","","","","","","","","","","","","","","","IDES","","65df2b1e-dbc6-4676-9c1d-34587a763c83","Agency Contractor","21/05/2022 - 27/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","28/05/2022","109307534","IDES500396","WBS / SO Rate","","01","","406","","13.00","","193644","","","","GSAP Billing Key","","","","","","","WBS","","X","","IDES","01","df2bf66e-b36f-405a-8290-8c37c0f80a81","Agency Contractor","28/05/2022 - 29/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","29/05/2022","109307534","IDES500396","WBS / SO Rate","","01","","433","","2.00","","193645","","","","GSAP Billing Key","","","","","","","WBS","","X","","IDES","01","fb5e15a2-9347-4b64-a8f0-18b23a8dea91","Agency Contractor","28/05/2022 - 29/05/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","20121994","","Approved","30/05/2022","109307534","IDES500396","WBS / SO Rate","","01","","400","","11.00","","193643","","","","GSAP Billing Key","","","","","","","WBS","","X","","IDES","01","ef10ca3f-9641-4f53-b2f8-d81045d9ffd7","Agency Contractor","30/05/2022 - 05/06/2022","Indonesia","test.stanly","Stanly, Test","","","","1234",""
"COMPASS","23179068","","Approved","10/05/2021","IE1-DMOC1.25.05","","","","IE1-DMOC1.25.05","","400","","8.00","Straight Time","60033","","","COMPASS WBS","","","","","","","","","C","","","IEEU","IE1-DMOC1.25.05","f0382f46-9283-4f98-ae87-8a5bd50e4eb5","Agency Contractor","10/05/2021 - 16/05/2021","","23179068@sittest.com","AC, IRLCSC 23179068 23179068@sittest.com","","HPWO00090691","","",""
"COMPASS","23179068","","Approved","11/05/2021","IE1-DMOC1.25.05","","","","IE1-DMOC1.25.05","","400","","8.00","Straight Time","60034","","","COMPASS WBS","","","","","","","","","C","","","IEEU","IE1-DMOC1.25.05","ef338c06-cdb4-4739-80a5-3dd5f84b4f7c","Agency Contractor","10/05/2021 - 16/05/2021","","23179068@sittest.com","AC, IRLCSC 23179068 23179068@sittest.com","","HPWO00090691","","",""
"COMPASS","23179068","","Approved","12/05/2021","IE1-DMOC1.25.05","IEEU501028","","","IE1-DMOC1.25.05","","400","","8.00","Straight Time","60035","","","COMPASS WBS","","","","","","","","","C","","","IEEU","IE1-DMOC1.25.05","39f4a774-4148-445e-ae4e-a2797cfafdaf","Agency Contractor","10/05/2021 - 16/05/2021","Ireland","23179068@sittest.com","AC, IRLCSC 23179068 23179068@sittest.com","","HPWO00090691","","",""
"COMPASS","23179068","","Approved","13/05/2021","IE1-DMOC1.25.05","IEEU501028","","","IE1-DMOC1.25.05","","400","","8.00","Straight Time","60036","","","COMPASS WBS","","","","","","","","","C","","","IEEU","IE1-DMOC1.25.05","399be607-e195-40b6-8fda-b9e5376d5bfc","Agency Contractor","10/05/2021 - 16/05/2021","Ireland","23179068@sittest.com","AC, IRLCSC 23179068 23179068@sittest.com","","HPWO00090691","","",""
"COMPASS","23179068","","Approved","14/05/2021","IE1-DMOC1.25.05","IEEU501028","","","IE1-DMOC1.25.05","","400","","8.00","Straight Time","60037","","","COMPASS WBS","","","","","","","","","C","","","IEEU","IE1-DMOC1.25.05","a5751566-b2ab-423e-bef7-131fb727fae8","Agency Contractor","10/05/2021 - 16/05/2021","Ireland","23179068@sittest.com","AC, IRLCSC 23179068 23179068@sittest.com","","HPWO00090691","","",""
"COMPASS","23179068","","Approved","14/05/2021","","IEEU501028","","","","","799","","2.00","","60039","","","","","","","","","","","","","","","IEEU","","aaf85d07-a74d-4c8a-bc2d-85945b3f0f77","Agency Contractor","10/05/2021 - 16/05/2021","Ireland","23179068@sittest.com","AC, IRLCSC 23179068 23179068@sittest.com","","HPWO00090691","","",""
"COMPASS","29090111","","Approved","05/04/2021","IE1-RUAT2.25.06","","","","IE1-RUAT2.25.06","","414","","1.00","Straight Time","2007","","","COMPASS WBS","","","","","","","","","","X","","IEEU","IE1-RUAT2.25.06","c8f4c657-a7a5-4dd2-9557-3e5c7cfea2cb","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","05/04/2021","IE1-RUAT2.25.06","","","","IE1-RUAT2.25.06","","414","","1.00","Straight Time","2279","","Short text test","COMPASS WBS","","","","","","","","","","X","","IEEU","IE1-RUAT2.25.06","b45a3a37-ef96-4d6f-b0e3-c05c5eaaaa76","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","05/04/2021","IE1-RUAT5.25.08","","","","IE1-RUAT5.25.08","","414","","1.00","Straight Time","2510","","Short text test","COMPASS WBS","","","","","","","","","C","X","","IEEU","IE1-RUAT5.25.08","406e107d-8f09-4804-96a1-bae66e3fa31b","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","05/04/2021","IE1-RUAT5.25.15","","","","T2_2","","414","","1.00","Straight Time","2338","","","COMPASS WBS","Attribute 2","","","","","","","","C","X","","IEEU","T1 / T2_2","ce2fe17d-6caa-49dd-93aa-978f073e4004","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","05/04/2021","","","","","","","799","","1.00","Straight Time","2294","","","","","","","","","","","","","","","IEEU","","5fec6107-dd78-4a2f-a4e1-60b44420b2ce","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","06/04/2021","IE1-RUAT5.25.08","","","","IE1-RUAT5.25.08","","414","","1.00","Straight Time","2556","","Test","COMPASS WBS","","","","","","","","","C","X","","IEEU","IE1-RUAT5.25.08","bd937b63-15da-4cba-8cf4-f5edb9978745","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","06/04/2021","IE1-RUAT5.25.10","","","","T1","","400","","0.00","Straight Time","2360","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","a6990680-95b7-41c9-8309-cdd3ae338e83","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","06/04/2021","IE1-SCM01.02.05","","","","IE1-SCM01.02.05","","414","","0.00","Straight Time","2295","","","COMPASS WBS","","","","","","","","","","X","","IEEU","IE1-SCM01.02.05","1a32e4f2-96ce-473a-9298-03f05dd3b678","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","07/04/2021","IE1-RUAT5.25.14","","","","IE1-RUAT5.25.14","","414","","1.00","Straight Time","2374","","","COMPASS WBS","","","","","","","","","C","X","","IEEU","IE1-RUAT5.25.14","5f573fb9-1aba-41f1-9c4a-e83555fee5a3","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","07/04/2021","IE1-SCM01.02.05","","","","IE1-SCM01.02.05","","414","","1.00","Straight Time","2583","","Test","COMPASS WBS","","","","","","","","","","X","","IEEU","IE1-SCM01.02.05","69ba6b9e-1ffd-4e03-84b2-c47a3b7e27e9","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","07/04/2021","","","","","","","799","","0.00","Straight Time","2643","","","","","","","","","","","","","","","IEEU","","425492d6-bf57-4d73-8b98-d01bc2762b66","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","08/04/2021","IE1-SCM01.02.05","","","","IE1-SCM01.02.05","","414","","0.00","Straight Time","2642","","","COMPASS WBS","","","","","","","","","","X","","IEEU","IE1-SCM01.02.05","06161728-c1f1-4661-a5b5-0de2cd4b4ef5","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","08/04/2021","IE1-SCM01.02.05","","","","IE1-SCM01.02.05","","414","","8.00","Straight Time","2653","","","COMPASS WBS","","","","","","","","","","X","","IEEU","IE1-SCM01.02.05","8a099b8f-a97b-4d22-ac4a-1f8010a9a685","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","09/04/2021","IE1-RUAT5.25.14","","","","IE1-RUAT5.25.14","","414","","1.00","Straight Time","2641","","","COMPASS WBS","","","","","","","","","C","X","","IEEU","IE1-RUAT5.25.14","a8d3acff-fdc8-47b0-9a94-9ee4e5da00aa","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090111","","Approved","09/04/2021","","","","","","","799","","0.00","Straight Time","2640","","","","","","","","","","","","","","","IEEU","","903ef299-2b89-483c-8861-f627cf493fb9","Agency Contractor","05/04/2021 - 11/04/2021","Ireland","29090111@sittest.com","James, Connor 29090111 29090111@sittest.com","","HPWO00091290","","",""
"COMPASS","29090112","","Approved","05/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","0.00","Straight Time","2303","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","f32a7c95-23b3-4ff3-a30e-d68d174494d3","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","05/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","5.00","Straight Time","7221","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","ee756999-b73d-4a3d-b178-9ef123e1dda0","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","05/04/2021","IE1-RUAT5.25.07","","","","T1","","401","","0.00","Straight Time","2350","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","c2536abe-81c0-42e3-b7d4-6d3f7016e8a9","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","05/04/2021","IE1-RUAT5.25.07","","","","T10","","400","","0.00","","2430","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T10","048cac24-5027-4aee-89cc-2155fa77399e","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","06/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","0.00","Straight Time","2304","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","036ac75a-c0a3-4ac9-86a3-dac2874b6b45","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","06/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","8.00","Straight Time","7222","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","293ac10a-c0f8-4ee7-8bc3-dce9485e4b51","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","07/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","0.00","Straight Time","2305","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","b131d8a6-306d-4d59-b411-ce55b4c8a402","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","07/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","8.00","Straight Time","7223","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","16d18c06-75b5-4685-a113-9b7bcfbc275a","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","07/04/2021","IE1-RUAT5.25.07","","","","T10","","400","","0.00","","2431","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T10","3156354c-0151-4a64-84bf-4c34793ed40b","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","07/04/2021","IE1-RUAT5.25.07","","","","T10","","400","","1.00","Double Time","7226","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T10","47190946-53a5-403b-9951-92faa51540bd","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","08/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","0.00","Straight Time","2306","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","25c9715a-8bb0-48a2-930e-867cb2bef603","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","08/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","8.00","Straight Time","7224","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","db57e317-09a4-48cc-809b-144c27bf1e69","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","09/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","0.00","Straight Time","2307","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","2a27e55c-7ecb-42b9-8081-96b4dd4f696d","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","09/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","8.00","Straight Time","7225","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","e5cb9a47-36a2-491d-9c0c-4584e44cd98c","Agency Contractor","05/04/2021 - 11/04/2021","","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","19/04/2021","IE1-REP06.02.05","","","","IE1-REP06.02.05","","400","","8.00","Straight Time","5513","","New comment","COMPASS WBS","","","","","","","","","","","","IEEU","IE1-REP06.02.05","4d9ada65-f9be-4b49-85b6-2df1cdefe446","Agency Contractor","19/04/2021 - 25/04/2021","Ireland","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","19/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","0.00","Straight Time","2332","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","5fbaa22e-3d34-4bb3-a43f-33ea324235fa","Agency Contractor","19/04/2021 - 25/04/2021","Ireland","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","19/04/2021","IE1-RUAT5.25.07","","","","T10","","400","","0.00","Double Time","2313","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T10","c0b9ee25-0763-4de0-932a-6192989d88b7","Agency Contractor","19/04/2021 - 25/04/2021","Ireland","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","19/04/2021","IE1-RUAT5.25.07","","","","T10","","400","","0.00","Straight Time","2308","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T10","7747895d-d54a-4af2-bb97-118068c2e427","Agency Contractor","19/04/2021 - 25/04/2021","Ireland","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","20/04/2021","IE1-REP06.02.05","","","","IE1-REP06.02.05","","400","","5.00","Straight Time","5514","","","COMPASS WBS","","","","","","","","","","","","IEEU","IE1-REP06.02.05","308c032a-feba-4ae3-ad95-63e63dd4a567","Agency Contractor","19/04/2021 - 25/04/2021","Ireland","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","20/04/2021","IE1-RUAT5.25.07","","","","T1","","400","","0.00","Straight Time","2333","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T1","1ccd42e2-3506-4b88-9415-c9264ebd6ee9","Agency Contractor","19/04/2021 - 25/04/2021","Ireland","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
"COMPASS","29090112","","Approved","20/04/2021","IE1-RUAT5.25.07","","","","T10","","400","","0.00","Double Time","2314","","","COMPASS WBS","Attribute 1","","","","","","","","C","X","","IEEU","T10","d02b06c2-9128-4a25-bf32-8ce51ed328f4","Agency Contractor","19/04/2021 - 25/04/2021","Ireland","29090112@sittest.com","Baker, Leah 29090112 29090112@sittest.com","","HPWO00091286","","",""
